"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2","cold_3"
"CG15764",55,48,20,0,0,0,6,0,0
"GAA1",739,325,94,1560,1583,307,408,399,795
"mof",687,292,114,1930,1902,318,357,446,736
"CG3016",485,320,92,1289,1167,198,255,297,571
"CG16721",939,426,129,4062,3386,753,396,540,824
"CR45668",173,82,37,61,59,11,18,13,10
"Act5C",55980,25567,8022,107744,104550,23198,31534,53226,71024
"CG4020",559,292,89,759,553,153,249,515,219
"CG12236",2092,922,301,4611,4507,905,1146,1634,2923
"CG3011",1505,659,279,3070,3171,636,811,1308,1694
"CR44108",15,6,3,0,2,1,2,0,3
"CG3726",768,344,81,1264,1227,307,358,465,834
"CG12728",258,155,73,392,418,58,76,121,208
"CG32756",241,148,55,289,355,47,97,110,212
"CG6041",75,36,20,64,67,12,14,65,42
"CG32755",93,26,29,23,6,0,4,0,0
"CG6048",520,128,58,340,278,58,136,386,148
"CG6067",841,268,122,484,343,153,250,410,428
"fs(1)M3",4074,1446,508,7983,7741,1352,1567,2666,4106
"Grip",428,252,111,198,277,50,99,123,123
"CG5966",879,396,116,4008,3576,949,358,502,1123
"CG4766",132,145,42,30,37,9,23,23,19
"CR44498",90,80,27,14,1,0,2,6,0
"mab-21",198,138,27,110,73,5,26,36,39
"CR44499",30,19,4,18,0,0,12,0,0
"rux",433,180,84,1058,812,182,230,220,518
"CG5941",577,351,114,999,1044,218,275,411,612
"CG5937",539,430,138,332,251,78,101,184,174
"CG5921",489,363,144,595,455,67,157,375,321
"CG43115",34,22,10,27,1,0,0,0,0
"CG5928",50,36,13,0,13,1,7,8,4
"Tsp5D",255,136,45,87,61,22,52,78,58
"CG4666",1056,367,145,1470,1054,279,433,758,669
"CG4660",132,86,20,84,51,16,9,69,30
"raptor",1775,758,289,4402,4683,711,957,1247,2197
"Mipp2",163,81,20,229,288,56,58,82,102
"CR44959",27,30,5,9,2,1,5,4,1
"Nep1",607,305,101,372,309,78,141,188,177
"Ca-alpha1T",2326,1034,307,2328,1560,485,507,1090,986
"CG32750",272,126,54,268,144,30,86,155,111
"CG32751",217,200,81,300,92,44,59,129,71
"CG43090",800,300,89,507,912,166,235,371,245
"vanin-like",619,300,100,433,324,74,144,308,280
"Btd",89,70,26,25,0,0,7,0,2
"Efr",298,154,78,346,380,84,126,163,296
"sqh",1855,824,288,3023,3522,715,1056,1568,2119
"CG14446",3357,1347,482,7263,5854,1514,1313,2113,3625
"CG14445",192,110,32,83,106,25,51,69,61
"Rbcn-3A",5610,2268,733,11657,11039,2009,2577,4148,5774
"Spx",837,416,138,2543,2115,459,433,645,1231
"schlank",3064,1289,350,5276,4991,1186,1480,2654,3282
"CG3781",144,139,31,346,260,55,78,90,169
"Spt6",3376,1314,419,7431,6913,1293,1500,2365,3943
"CG3566",477,253,97,456,577,86,183,317,366
"Ubi-p5E",3489,1673,579,13767,16374,2307,2499,3373,5182
"CR45530",45,9,12,28,44,6,3,5,6
"CG11700",141,73,16,122,72,2,9,8,14
"Top3beta",895,415,120,1859,1635,292,391,592,815
"wuho",234,103,40,565,390,51,102,151,217
"Rpt4",1110,496,144,2226,2401,400,572,741,1095
"CG15896",311,234,67,338,306,65,163,203,282
"CG15892",48,47,24,16,5,4,2,7,10
"CG15891",205,134,39,302,313,67,93,135,191
"CG3815",785,418,97,1695,1668,283,402,600,846
"CG12219",420,225,45,1023,948,218,227,373,637
"CG3823",151,99,28,91,79,7,34,29,68
"CG15894",528,390,129,203,197,39,92,95,147
"CG42240",6202,2652,888,19282,17149,4150,3343,5452,7113
"CG3842",429,230,86,837,657,169,188,231,357
"CG3847",1263,613,202,3249,2993,639,774,996,1630
"CG3446",2381,1236,361,3333,2808,881,1226,2370,2156
"kdn",12889,4772,1522,15094,11797,4202,4873,9211,9224
"swa",3037,1224,454,8733,7735,1590,2048,2796,4710
"Marf",6086,2244,744,9685,8519,1937,2585,4804,5612
"CR44816",78,23,12,61,26,6,18,15,36
"PpV",1163,462,185,2064,2338,461,637,805,1270
"CG33664",0,2,0,0,0,0,0,0,0
"CG33669",3,0,0,3,0,0,0,0,0
"CG33668",0,0,0,0,0,0,0,0,0
"CG42340",585,383,105,374,180,53,107,172,132
"CG33667",6,4,0,0,0,2,3,0,0
"CG33666",0,5,0,0,0,0,0,0,0
"CG33665",0,0,0,0,0,0,0,0,0
"CG3918",1031,531,169,2088,2138,460,520,819,1397
"CG3342",372,196,81,681,535,104,190,240,391
"Spat",313,190,51,473,371,104,132,179,171
"RpL7A",11873,5399,1487,22377,21866,4225,5967,9138,11075
"snoRNA:Or-CD10",0,13,0,9,8,0,1,10,0
"dx",1939,1148,368,6822,6446,1354,1347,2055,3620
"CG34417",14053,5257,1767,21570,18025,5089,5951,10549,11113
"CG17717",61,50,6,24,11,6,4,3,0
"Pat1",1382,526,228,1803,1866,343,539,836,1157
"CR43832",24,42,7,13,0,2,0,0,0
"APC7",949,414,134,2469,2447,421,531,593,1407
"pigs",2463,888,321,4080,2905,779,827,1617,1689
"CG14443",127,89,31,76,35,5,12,19,19
"CR44817",54,20,7,29,5,0,3,10,8
"CG3226",850,499,142,3268,3112,732,517,640,1174
"l(1)G0148",3768,1721,478,9602,7458,1993,2068,3310,4831
"CG3224",401,145,30,665,401,104,191,203,340
"Ctr1A",434,247,85,766,689,108,203,264,387
"CG3198",2464,1162,346,3370,2874,857,1016,1723,1958
"Mcm6",1057,555,162,2773,3207,565,630,702,1690
"CG3192",1111,541,122,1635,1472,307,491,789,764
"l(1)G0255",1758,726,242,3144,3360,672,831,1332,1641
"CG4095",88,55,23,11,29,3,4,3,12
"Pink1",3698,1836,486,6668,5786,1231,1878,3420,3814
"CG44303",80,32,16,140,98,17,45,28,69
"CG3184",66,72,9,53,78,34,41,15,55
"CG14442",5184,2555,716,13483,11613,2551,3029,4674,7729
"CG14440",1341,545,187,2971,2644,577,712,1039,1660
"CG14441",3227,1482,394,4763,4326,934,1048,2049,2755
"CG3168",12346,4805,1524,18969,15383,3326,5550,9966,10122
"CR43461",81,33,23,57,72,19,29,37,53
"RpL17",11816,5683,1433,21342,18272,4484,5700,9074,10675
"snoRNA:Psi28S-3436b",16,8,3,12,2,2,5,14,12
"snoRNA:Psi28S-3436a",75,28,8,111,64,17,24,41,25
"snoRNA:Psi28S-1060",232,112,44,609,342,118,101,136,164
"snoRNA:Psi28S-1232",15,4,8,0,1,2,23,5,14
"CR44895",54,23,12,9,5,0,13,1,3
"CR44964",95,57,13,14,6,1,7,2,2
"CG14439",317,192,69,196,148,40,77,141,169
"CG14438",4682,2088,746,11906,10330,2238,2426,3601,6616
"CR43496",121,62,10,349,190,48,56,83,127
"COQ7",398,200,45,523,552,100,208,279,299
"shf",434,207,72,445,239,158,123,180,224
"C3G",3139,1371,447,4490,4216,1076,1285,2225,3116
"pod1",3615,1630,474,7610,6828,1645,1784,2802,4506
"iav",253,241,54,49,79,19,12,11,17
"Nf-YC",1561,844,213,4167,4221,823,1007,1442,2302
"xit",167,116,37,156,227,27,51,65,88
"Atx-1",62,43,18,19,5,0,9,0,0
"nonC",1980,884,336,2865,2560,497,587,1247,1581
"CG12796",46,41,19,0,1,0,6,0,0
"CG14435",2160,840,257,3856,3518,778,914,1566,2450
"CG4557",622,345,105,1168,1144,175,291,590,677
"Cht11",163,130,35,341,290,61,100,86,198
"CG4558",421,202,69,801,838,177,189,305,405
"CG14434",326,212,45,457,463,86,119,173,276
"CR45531",216,106,62,53,12,7,16,4,12
"CG43736",6196,2916,825,15095,13850,3108,3139,5025,7866
"CG14431",612,419,124,233,149,75,72,124,116
"CG32732",812,363,126,1758,1976,390,417,595,961
"CG4586",431,319,91,1038,1231,184,327,388,652
"CG3040",207,85,24,360,346,55,61,99,147
"ogre",2620,1042,342,3607,2932,718,1008,1908,2013
"CR44084",10,4,7,0,0,0,0,0,0
"bou",557,245,97,766,609,127,274,447,359
"Inx7",371,229,42,450,318,106,110,258,200
"CR43837",135,90,30,119,82,13,31,26,87
"Inx2",5628,1917,764,10056,8278,1950,2135,3949,5721
"cm",131,124,43,289,264,38,64,82,161
"CG32736",0,0,0,0,0,0,0,0,0
"CG42308",0,0,0,0,0,0,0,0,0
"CG3032",92,80,21,158,131,12,19,42,51
"CG4593",713,344,114,1222,1282,212,293,471,666
"CG12541",274,164,71,85,76,29,43,54,82
"CG14427",66,36,21,14,3,0,0,0,0
"nullo",46,32,7,0,0,0,4,0,9
"CG4607",1281,438,144,981,655,168,476,709,584
"Sxl",10454,4007,1349,20320,15743,4292,4142,7550,9829
"mir-4956",0,0,0,0,0,0,0,0,0
"CG4615",316,187,50,439,681,96,172,164,340
"CG4617",315,157,66,757,684,145,140,197,394
"CG8300",393,199,61,798,716,142,230,233,357
"fz4",1017,462,169,2399,2273,369,502,686,1192
"CR45532",14,8,9,0,0,0,0,0,0
"CG9650",704,362,171,1140,1264,248,264,391,605
"CR32730",98,43,14,20,2,0,6,0,3
"CR44357",117,74,43,49,26,0,9,3,7
"CG1958",69,56,8,21,0,0,2,0,0
"CG1677",3441,1606,499,9060,8877,1697,2370,3248,4762
"CG2059",338,176,83,524,612,100,143,202,265
"unc-119",2330,1217,421,5824,5287,1147,1458,2275,3288
"brk",889,272,108,866,505,169,417,747,606
"Atg5",654,245,80,1252,973,223,331,419,815
"Dok",1997,832,356,6074,5342,1044,1156,1520,2996
"CG18155",96,121,35,66,33,9,5,17,13
"CG42780",217,64,27,138,91,20,36,122,49
"CBP",1271,625,178,3734,3573,580,762,1034,1826
"CG15034",101,49,12,26,24,2,7,8,16
"CG1999",37,31,17,20,0,0,1,0,1
"CheA7a",165,94,26,100,73,17,36,89,70
"CG42781",20,19,3,0,0,0,0,0,0
"CG15035",77,50,16,25,5,0,6,2,0
"CG32727",40,21,14,0,0,0,0,0,0
"CG42246",77,33,9,10,29,8,17,40,16
"CG42704",1259,460,159,1960,1334,280,522,699,753
"CG42705",763,456,131,1001,880,164,306,476,477
"CG34337",29,14,11,0,0,0,1,0,0
"CG9657",276,142,52,48,6,0,26,22,20
"CG15036",28,19,3,17,3,1,14,3,17
"CG32726",200,100,31,198,195,28,71,116,106
"CR45533",163,193,60,27,13,5,20,3,11
"CR43199",64,60,17,29,4,0,3,0,3
"CG11368",283,119,47,475,367,61,94,150,180
"CG43198",37,16,1,0,3,1,7,0,0
"CR44500",40,8,12,19,3,0,0,0,2
"CR45534",34,9,10,0,2,0,0,0,0
"CG43278",65,80,32,6,7,7,10,3,5
"CR43279",10,11,5,0,0,0,0,0,4
"CR43835",23,11,4,6,0,0,0,0,0
"CG32719",201,136,82,83,22,11,19,37,26
"CG43138",44,13,7,1,0,0,0,0,0
"CG32720",58,60,31,32,7,3,3,1,0
"CR44501",129,55,19,0,0,0,10,0,0
"CR44502",24,14,10,0,4,0,5,0,1
"CG11369",93,75,35,14,0,2,4,0,0
"CG12689",63,52,21,0,1,0,0,0,1
"ct",3294,1467,447,4287,3295,1040,1067,2207,2014
"CR45667",27,10,4,7,10,10,0,3,11
"CR45666",25,20,4,20,15,2,1,15,0
"CR45665",18,20,3,24,8,3,0,2,4
"CHES-1-like",6015,2364,690,8714,7430,1682,2290,4339,5855
"CR43287",59,37,18,80,56,9,21,26,25
"CG15478",90,77,12,0,10,0,3,8,3
"Hira",610,373,116,1479,1468,237,292,429,747
"NELF-B",382,155,56,649,660,91,154,159,357
"CG12155",545,281,77,959,1111,179,254,426,620
"Pdp",960,510,91,1934,1931,361,465,662,1023
"Rab39",515,207,84,877,907,166,272,329,528
"Tom40",4916,2746,753,9737,9044,2164,2524,4436,5984
"Ir7a",89,85,17,20,0,1,5,0,0
"CG34338",20,18,7,0,5,0,0,8,0
"CG32718",75,62,28,25,0,0,9,0,0
"CG1402",232,145,65,134,71,18,24,20,56
"CG10920",99,109,34,8,0,1,1,0,0
"CG1409",35,4,12,0,0,0,4,0,3
"Ir7b",123,55,28,24,9,0,24,10,11
"dec-1",20043,12461,3566,37630,43155,4100,13436,19783,32504
"CR43615",49,23,12,27,18,0,18,1,14
"Ir7c",297,201,89,326,319,42,134,217,269
"Ir7d",102,74,31,0,0,0,0,1,0
"Ir7e",114,88,21,0,4,0,6,7,0
"Ir7f",118,60,32,14,5,2,3,0,2
"Ir7g",126,77,31,21,0,0,0,0,0
"CG10932",667,265,93,1064,1171,207,354,407,541
"Nek2",310,228,70,755,967,139,221,211,327
"CG18624",0,0,0,0,0,0,0,0,0
"CG45089",0,0,0,0,0,0,0,0,0
"p115",524,252,95,696,701,112,143,273,347
"RpS6",23715,9659,2755,39531,37647,9088,10401,16912,21963
"snoRNA:Or-aca2",0,0,0,0,0,0,0,0,0
"bys",953,384,108,1368,1317,340,442,635,986
"dpr14",297,205,51,79,68,31,40,79,71
"CG1444",2221,1006,305,3288,2804,657,1039,1913,1716
"snz",1704,778,222,3024,2283,547,597,934,1522
"hdm",78,48,15,20,1,1,7,0,0
"Ykt6",1138,519,144,2581,2377,505,654,852,1409
"CG10777",13008,4664,1834,24096,19317,5040,5551,10166,13668
"CG10778",280,151,65,593,582,149,153,238,294
"RpS14a",4745,1924,572,6815,7308,1354,2247,3720,3705
"RpS14b",1812,716,223,3008,2939,492,859,1127,1493
"CG42593",5718,2573,708,12439,11037,2343,2693,4304,6284
"l(1)G0193",2517,1081,339,4039,3744,694,1147,2046,2444
"CG15332",109,92,24,40,5,6,5,13,6
"CG15330",6,36,9,10,6,5,0,7,0
"sws",4389,1815,549,8346,7665,1599,2117,3460,5260
"CR45620",168,82,28,18,9,4,8,4,11
"sn",2585,1317,408,7032,5962,1251,1817,2370,4490
"Tbh",369,188,43,134,122,24,37,76,41
"CG15333",93,52,32,17,2,1,3,0,0
"CG2233",13987,3895,1684,15405,19854,4230,5396,7906,8654
"fs(1)h",14093,5190,1788,27380,22992,5652,6178,10507,15976
"mys",3727,1269,481,5722,5168,1265,1442,2731,3555
"Upf2",1372,664,190,2555,2198,446,646,1252,1254
"CG1571",102,126,29,0,2,0,11,2,0
"CG2254",1660,733,232,2200,1704,427,659,1229,1097
"CG2256",102,65,27,24,3,0,6,7,5
"CR45535",58,59,13,26,7,3,7,0,4
"Ubc-E2H",9807,4218,1384,19380,17045,4132,5541,7731,13870
"CG2258",1712,772,206,3292,2787,622,543,1139,1838
"Gclc",2610,828,317,4619,3868,851,938,1627,2243
"CG1575",832,419,114,1283,1198,298,409,647,863
"CG2260",469,211,70,692,727,161,216,342,443
"cyr",154,181,56,30,19,7,9,1,0
"CG2116",590,319,90,1307,1314,257,283,410,750
"CG10958",179,111,39,50,63,10,35,45,70
"CG2120",143,80,26,60,54,15,21,59,77
"Smox",3028,1209,407,5597,4885,1150,1205,1985,3265
"CG17982",116,79,20,127,151,31,61,64,75
"CG2263",1075,571,157,1871,1888,498,511,1022,1203
"CG2129",268,173,38,614,573,94,119,146,300
"CG15336",12,25,15,9,0,0,0,0,0
"CG10959",322,182,48,995,819,126,139,247,353
"Gbeta5",139,124,26,62,87,24,29,58,23
"CG18262",177,111,49,334,400,81,129,193,274
"Traf6",646,264,87,1245,1251,258,295,365,683
"GIIIspla2",760,341,125,1743,1683,440,579,761,1167
"CG15337",44,70,18,0,0,0,4,0,1
"CG10761",34,37,4,0,5,0,0,0,2
"CR45536",14,7,0,0,0,0,0,0,0
"Or7a",62,37,27,19,8,5,3,7,4
"CG2278",389,224,87,556,359,135,72,214,232
"slpr",3203,1454,528,8032,7711,1499,1770,2581,4567
"sdt",3464,1352,405,5299,4380,1033,1131,2081,2709
"CG2147",445,231,70,925,915,150,236,298,456
"sni",261,133,68,498,363,73,116,147,203
"Trxr-1",3167,1320,428,10179,9692,1719,1701,2294,3347
"ND75",3164,1385,362,5525,4820,945,1487,2377,2497
"CG1632",255,229,62,190,149,19,52,43,137
"Corp",179,93,34,330,360,47,76,120,183
"CG15343",85,69,17,31,42,6,9,36,27
"CG1636",601,267,91,1135,1167,231,277,401,595
"nAChRalpha3",857,504,200,287,158,83,108,185,132
"CG43695",25,15,14,4,0,2,0,0,1
"CG1387",172,143,53,26,1,0,14,3,0
"CG15345",156,93,29,242,340,72,72,112,288
"CG10555",2316,851,339,5879,5069,1003,1039,1569,2685
"CG11190",914,411,161,1568,1561,345,484,647,950
"lawc",505,317,86,908,730,181,147,254,294
"Trf2",11971,5212,1735,28118,23074,6415,5742,10061,16023
"CG32712",60,18,22,19,0,0,0,0,0
"CG12125",1137,457,172,2999,2614,478,575,790,1322
"CG1440",4788,2328,760,12006,11379,2407,2988,4408,6968
"CG12123",113,77,28,159,193,47,46,41,85
"org-1",362,198,60,212,101,43,84,119,136
"CG32713",53,43,13,0,1,0,5,1,2
"CG15347",986,336,153,1405,1511,274,469,896,912
"Es2",648,314,107,1158,1289,252,371,500,792
"Sptr",364,160,54,554,580,120,162,271,345
"CG33223",62,83,16,0,14,6,4,3,5
"CG12116",3121,1332,551,2334,2246,622,1457,3523,2480
"Cp7Fa",457,168,194,4689,3678,502,1744,2397,6276
"Cp7Fb",9720,4507,1440,6940,8724,1755,5227,1990,14496
"Cp7Fc",24571,17173,4422,20136,30347,7500,18594,10838,59375
"Cp36",7725,3472,1527,30084,39350,4123,10943,11550,37075
"Cp38",23303,12722,5853,116499,138811,18143,43559,59493,156296
"CR43834",11,16,8,0,3,2,2,0,10
"otu",8373,3518,1314,21951,21541,3806,5095,6624,13393
"CG33181",6191,2819,830,10903,8531,2386,2991,5165,6863
"Nrg",4131,1636,533,5925,4976,1516,1542,2933,3381
"PIP82",523,250,55,671,305,89,124,231,178
"IntS4",542,354,97,948,1035,168,239,381,626
"CG12112",566,273,86,1290,1336,251,294,317,820
"Trf4-1",6811,3023,947,17543,15344,3721,3625,5852,9378
"CG12111",25,14,13,17,6,4,6,3,6
"spirit",134,141,32,49,64,14,31,63,24
"CG12065",1622,606,192,3493,2748,689,725,1127,1613
"CG12081",377,176,78,746,557,118,208,249,430
"CG12659",197,82,31,539,409,100,132,139,252
"Crag",3304,1562,515,7317,7647,1475,1870,2578,4028
"Caf1-180",4593,2352,718,13085,12226,2747,3584,4383,8443
"oc",437,252,80,234,167,80,74,147,152
"CG12772",531,255,81,978,803,150,222,297,478
"CG11284",2399,1107,357,5873,5221,1299,1280,1917,3123
"Ppt1",223,164,31,367,407,64,100,146,186
"Ogg1",234,91,39,630,451,113,117,156,324
"CG11294",58,73,21,13,5,3,3,12,5
"CR44507",23,48,17,0,0,0,0,0,0
"CR44508",4,6,1,0,0,0,1,0,0
"Hexo2",676,394,119,1071,1092,204,393,586,717
"CG2004",1015,453,211,2204,1845,381,558,848,1103
"CG1785",1254,463,152,1664,1886,392,620,948,1269
"l(1)G0020",1655,770,186,2660,2407,598,756,1143,1425
"CG1789",661,393,73,981,1008,215,381,586,736
"CR43297",49,59,16,18,0,0,2,0,0
"Lim1",350,176,93,315,195,50,73,136,101
"CR45537",52,41,19,0,0,0,2,0,0
"CG12075",638,316,118,723,863,119,269,330,809
"Moe",11152,4421,1572,18952,17998,3734,4928,8764,11704
"CG1885",163,107,35,160,160,34,64,52,118
"Rbm13",1605,739,229,2651,2592,557,685,1203,1541
"e(r)",3135,1653,544,7168,6694,1625,1789,2492,4341
"rdgA",5228,2005,635,6434,4575,1487,1529,3093,3144
"CR44111",47,28,22,86,53,13,23,13,32
"CG12661",24,44,13,2,11,0,9,5,14
"CG43255",208,66,34,185,156,67,87,106,132
"mir-4964",4,14,2,16,3,0,5,0,2
"CG10962",90,40,8,117,140,24,72,63,68
"CR43836",252,140,50,585,433,109,142,202,317
"CG12662",29,28,10,16,7,0,0,0,3
"mir-31b",12,8,5,13,0,3,4,4,4
"CG42388",2465,1221,396,7331,7301,1287,1559,2359,4203
"CG15365",309,180,66,348,240,54,73,80,151
"CG10970",97,70,10,22,9,3,3,2,2
"CR45538",31,8,6,7,5,0,2,2,1
"CG44325",406,203,51,379,332,93,116,157,206
"CG7246",464,178,90,561,724,117,204,281,385
"HP1b",763,318,121,1686,1799,309,445,592,981
"APC4",378,236,53,538,534,94,131,158,319
"CG32708",220,156,37,326,272,94,100,117,173
"CG32706",36,22,2,0,2,0,6,0,1
"CG6999",16,10,11,0,0,1,2,4,4
"CG7033",5442,2241,792,15870,15440,2834,3327,4547,7082
"mir-13b-2",0,0,0,0,0,1,0,0,0
"CG7766",3984,1611,480,7567,6891,1645,1709,3060,4052
"Bx42",1097,490,150,2435,2129,397,489,751,1108
"Arfrp1",326,208,62,590,717,154,168,236,367
"AP-1gamma",4811,1926,679,7290,7045,1850,2144,3784,5393
"CR45539",13,16,10,0,0,0,0,0,0
"fend",1677,782,249,3468,3207,659,738,984,2106
"CR44517",137,112,39,26,0,0,14,0,4
"CG7065",811,365,107,1339,1384,271,262,416,635
"fh",91,78,24,128,119,34,52,35,73
"dalao",1853,941,292,6311,6558,1092,1393,1735,3056
"His3.3B",12402,5395,1627,19726,19568,4034,5791,9109,12000
"Ost48",1264,491,188,2546,2551,450,629,1006,1204
"Dip1",80,56,17,129,142,17,27,47,76
"CG9034",478,175,55,843,1005,149,193,260,331
"Zpr1",539,255,79,905,802,123,276,302,531
"CG44532",55,25,12,14,2,2,6,2,5
"mei-P26",14664,5522,2047,27398,22659,5670,5991,10604,15750
"CG12115",53,36,9,0,1,0,1,0,0
"CG12057",1350,917,239,1441,2156,189,273,766,793
"CG12056",133,101,27,127,142,26,48,61,76
"CG12106",122,117,24,317,313,64,91,74,172
"CG12118",385,182,78,484,423,152,141,220,238
"su(r)",787,313,113,989,637,139,235,681,340
"CG12119",316,153,33,204,187,55,80,105,160
"Obp8a",47,40,22,7,28,8,6,44,10
"CG15368",29,14,7,0,0,0,3,0,0
"CG15369",36,7,9,36,0,0,0,0,0
"t",479,198,71,406,369,60,128,216,162
"CG15370",50,43,15,8,33,0,10,0,10
"Gr8a",85,62,22,18,0,0,5,0,3
"CG12121",1393,662,215,2673,2953,646,778,1080,1691
"Ir8a",150,126,48,28,0,0,1,4,0
"mir-4916",0,0,0,0,0,0,0,0,0
"mxc",2021,1011,347,5927,5904,976,1441,1597,3301
"Larp7",813,317,117,2042,2030,330,505,522,977
"amx",279,130,34,358,385,59,81,135,211
"Dsor1",784,316,130,1869,2107,355,496,608,1038
"CG17754",1151,544,143,2219,2145,446,588,906,1238
"ric8a",698,339,108,1384,1350,285,325,534,773
"Erk7",294,221,76,22,17,1,21,2,8
"CG17440",61,59,19,11,23,7,2,0,9
"Cfp1",735,443,134,2313,1874,378,543,683,1295
"CG16892",352,207,69,829,760,121,149,206,466
"snoRNA:CG16892-a",3,5,0,15,0,0,0,0,0
"c11.1",2637,1056,406,5125,4980,962,1143,1615,2557
"lz",197,163,54,72,45,13,17,18,25
"CR44534",44,28,11,0,0,0,2,2,0
"c12.1",413,247,65,778,790,128,206,242,394
"c12.2",676,311,119,1015,839,149,217,460,449
"CG34449",2598,1357,397,6487,5449,1158,1335,2264,3389
"CG34450",87,32,15,0,4,2,13,19,0
"BCL7-like",607,284,98,1475,1237,224,349,509,760
"mgl",8786,3612,1153,14860,13211,3069,3569,6031,10622
"CG44815",54,32,11,45,18,6,9,6,14
"CG32700",390,160,70,171,124,40,55,78,82
"CG34028",71,26,4,7,0,0,0,0,0
"CG34026",628,266,104,1076,1092,306,417,567,691
"l(1)G0320",5518,2417,720,11077,9467,1967,2620,5532,5234
"RpS28b",13137,6360,1663,21183,20944,4358,6318,11313,10846
"CG15317",103,47,15,77,58,22,15,26,46
"CR42767",50,24,11,14,4,0,3,12,0
"Cubn",1625,761,287,1208,1159,233,392,772,689
"CG32699",2417,883,341,4086,3653,759,1056,1853,2569
"CG42395",58,30,15,24,2,3,13,17,24
"CR45540",53,11,3,11,0,1,2,0,3
"CR45541",37,19,12,35,3,0,3,10,3
"Hex-A",11665,4336,1382,17694,14801,4069,4799,9393,11015
"CR45542",22,29,9,14,6,4,3,0,0
"CR45543",21,27,1,0,2,0,0,0,0
"Gga",1049,455,184,1943,2193,443,528,706,1323
"Lst8",566,343,81,1281,1142,198,284,486,638
"Aats-lys",2017,721,322,4089,4087,744,1040,1715,2004
"CG42797",1697,831,262,3648,4003,733,875,1234,1960
"l(1)G0232",3209,1460,453,7916,6879,1569,1474,2285,3769
"CG3106",838,287,160,578,498,88,251,637,392
"nej",15014,5633,1971,35941,33236,6508,7737,11880,19192
"CR42657",64,62,13,7,0,1,3,7,0
"CR44016",31,49,18,0,0,0,2,0,4
"btd",183,151,28,84,24,12,35,44,33
"CR43498",45,29,15,0,0,0,0,0,0
"Sp1",489,237,94,300,229,91,149,221,232
"CG1354",1205,455,161,2412,2135,422,580,814,1205
"CG32698",1010,670,244,747,760,221,316,553,572
"Ser7",352,121,63,370,244,78,84,211,160
"CG45060",61,42,14,73,71,32,15,28,5
"CG45061",41,42,10,64,57,14,5,6,3
"CG32695",392,243,63,364,308,56,137,276,172
"CG15247",459,172,50,351,249,89,92,186,204
"CG1468",2386,1070,304,3260,2755,1034,877,1759,1448
"CG9686",144,83,20,93,113,40,66,119,68
"CG9689",145,77,35,68,56,9,11,17,36
"CG9691",1206,399,151,2156,1641,524,573,631,779
"CG15249",108,63,31,13,4,0,6,0,10
"CG1986",132,93,29,13,3,0,2,0,0
"Idgf4",4765,2049,648,10005,9922,2207,2435,4077,4460
"snoRNA:Me28S-U1688",12,21,4,1,0,0,0,3,4
"CG1791",163,99,26,59,47,11,27,66,28
"CG1889",249,115,45,129,201,50,89,146,128
"CG43386",229,69,46,35,15,1,10,0,6
"CG15252",134,82,29,16,1,0,10,7,0
"CG32694",2441,1072,306,2861,2505,712,1010,1906,1712
"CG33557",36,28,8,1,14,0,0,3,0
"CG2990",657,361,193,1667,1579,354,395,456,1021
"Cht6",1073,670,238,304,1349,95,116,332,545
"CR45185",52,21,5,0,0,0,0,2,1
"CR45219",6,3,1,0,0,0,0,0,0
"Yp2",127149,82664,20008,289975,301053,33834,87477,180078,148332
"Yp1",190662,108587,28190,489332,481296,60761,136529,244007,198631
"CR45601",310,172,56,728,523,93,228,299,288
"CG15312",1511,714,235,2778,2774,635,803,1211,1833
"Gr9a",82,34,29,0,1,0,1,0,0
"CR45602",21,15,4,0,0,0,0,0,0
"ZAP3",3632,1479,543,9298,7916,1800,1790,2718,4566
"CG2972",1244,431,178,2236,1967,443,561,1014,1066
"CG2974",229,107,73,453,381,101,107,128,251
"RhoU",456,285,55,1017,648,188,172,303,381
"CR44894",225,189,47,134,217,28,62,106,123
"snoRNA:Me18S-A627",9,6,0,15,6,0,3,5,1
"CG12645",54,51,7,25,2,0,3,0,0
"CG43902",585,376,85,423,316,87,153,193,192
"CR32690",42,28,23,10,4,2,2,0,0
"CG15309",1270,536,160,2156,1924,427,566,744,1227
"CR43899",69,31,6,62,45,21,4,20,19
"l(1)G0230",8173,4030,1153,13350,11529,3142,3996,7414,7934
"CG2962",89,41,27,11,846,0,7,1,213
"CR45629",55,53,14,0,2,4,6,0,5
"CG15308",16,31,8,0,0,0,1,0,5
"CG34408",1101,599,181,1681,1803,382,535,681,962
"Ipod",174,93,56,95,322,20,23,34,128
"Hk",1568,689,196,1461,978,332,396,746,780
"CR43959",110,70,22,37,11,1,7,7,28
"CG12643",285,118,29,1517,904,216,88,136,158
"alpha-Man-I",1944,872,319,4283,3850,709,902,1353,2270
"CG2909",146,117,39,226,170,35,71,92,113
"Gip",596,194,72,1050,1072,210,252,362,431
"CG15306",85,76,19,0,0,0,2,0,3
"CG43740",127,125,56,178,58,12,22,28,31
"snoRNA:U3:9B",26,15,5,19,26,5,16,4,31
"l(1)G0289",5112,2035,691,11765,10294,2354,2841,4188,6464
"CG32679",54,38,25,11,5,0,5,0,1
"CG17841",4824,1829,672,8301,6330,1916,2377,3402,4583
"CG32686",172,105,52,17,2,0,5,0,2
