"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2"
"CR43927",73,26,5,21,16,14,7,40
"CG40439",0,0,0,0,0,0,0,0
"CG17715",0,0,0,0,0,0,0,0
"lt",1161,498,201,1538,1561,364,451,549
"CG40005",8,13,2,5,0,0,0,0
"cta",1156,409,135,2274,2164,446,559,656
"Cht3",574,364,113,547,342,74,140,196
"Spf45",970,402,140,1746,1784,468,532,674
"CR43242",161,87,19,78,52,15,38,30
"CG12567",3201,1213,562,8798,6855,2035,1767,2372
"mir-2490",3,1,0,0,0,0,0,0
"CR44268",61,21,16,13,35,7,11,37
"Gpb5",65,34,15,15,1,0,9,5
"CG40042",1267,549,180,2540,2502,540,595,1064
"CG42644",32,14,2,27,27,14,15,8
"CG40378",146,64,51,90,102,34,41,43
"CG43676",25,13,12,21,22,4,3,9
"CG40498",313,171,48,237,172,51,94,103
"CR41257",53,45,1,14,10,1,0,4
"rl",1560,510,224,3124,2982,664,700,776
"CG40191",1654,680,231,3059,3045,719,890,1046
"Yeti",2775,1017,304,4448,4501,860,1097,1467
"CR44042",56,26,13,25,1,0,6,5
"l(2)41Ab",240,130,41,160,158,29,78,70
"CR44043",133,69,31,26,0,0,8,8
"Maf1",2603,1258,493,3411,2522,713,964,1078
"CG17691",1174,351,188,1921,1780,352,539,729
"CG41520",350,146,69,393,242,58,86,122
"CG17684",305,159,60,140,161,60,50,51
"MFS17",1089,471,183,1652,1073,292,388,511
"mir-2279",38,7,13,45,41,12,6,23
"CG41378",369,81,62,391,481,81,146,192
"Scp1",3139,872,244,2558,1996,643,751,1308
"CG42596",81,41,10,75,54,23,30,20
"CG41242",4,2,6,0,0,0,0,0
"RYa",0,3,0,0,0,0,3,0
"uex",3102,955,435,6162,5371,1310,1485,1733
"CR45139",1,0,2,18,0,0,1,0
"Haspin",1061,377,181,2362,2099,503,562,647
"CG17683",1637,704,267,2942,2531,618,756,1079
"CG40127",309,138,49,306,326,92,94,196
"IntS3",1639,633,206,3311,3496,687,836,1041
"Gprk1",2461,761,302,4135,3223,1047,1021,1312
"CR44100",5,6,9,0,0,0,1,0
"RpL38",2091,875,288,2842,2562,481,929,1303
"Stlk",687,300,136,1280,1315,292,358,482
"p120ctn",4094,1683,617,8832,7752,2107,2126,3099
"CG17486",782,328,122,1486,1415,301,332,397
"CR44101",278,48,25,613,554,109,81,7
"CG17883",775,250,150,1173,1290,257,305,330
"Nipped-B",8574,3019,1200,20325,18137,3975,4303,5637
"CR45471",54,44,12,0,0,2,9,0
"conu",1297,463,200,3177,3194,499,710,797
"CG12547",1041,393,127,1961,1726,388,410,476
"CG17528",1364,574,222,2927,2686,548,632,753
"CG14464",1102,433,198,1709,1716,344,600,1025
"CG44102",31,33,16,0,0,0,5,0
"Ir41a",76,105,20,13,3,3,16,2
"CR44105",10,9,1,0,0,0,0,0
"TpnC41C",515,182,61,243,225,74,133,194
"CG3107",1737,793,283,3866,3734,819,886,1081
"gus",1678,545,198,4727,4033,648,963,1052
"CR43256",27,42,10,26,19,3,4,5
"Atf6",1507,446,219,2417,1816,360,614,745
"Nipped-A",4393,1634,667,9556,9605,1697,1993,2434
"CR41443",86,56,25,0,3,0,3,3
"d4",1689,763,212,3398,3065,707,877,1132
"sxc",2685,958,406,6312,4892,1099,1192,1658
"CG10465",978,312,115,1685,1667,371,423,567
"CG10395",624,286,96,1092,1207,295,355,348
"CG30441",23,20,10,27,22,1,8,5
"CG10396",51,28,18,0,5,2,11,0
"CG10417",3122,984,510,7045,6317,1456,1568,1878
"CR42646",170,124,57,18,1,3,3,1
"laccase2",1161,535,204,1409,1071,321,376,511
"CG30440",1041,559,197,2851,2345,555,702,835
"CG30438",391,210,80,483,231,70,110,180
"TpnC4",442,181,35,220,156,57,113,61
"Fis1",1278,592,187,1974,1653,438,562,1105
"CG17508",1958,770,241,2785,2687,728,860,1235
"CG11665",1139,448,183,2227,2234,379,542,721
"CG1344",1338,509,171,2402,2320,419,563,786
"Not3",3876,1377,542,8444,8037,1478,1943,2701
"CR45472",108,65,27,32,37,8,20,18
"CG8245",51,71,24,56,38,3,29,58
"kune",298,176,44,437,574,87,157,236
"scaf",747,404,96,674,485,212,189,437
"CG17337",2269,779,348,5004,4593,825,1200,1803
"vlc",1461,640,200,3821,4070,702,814,992
"ap",938,380,166,895,469,177,283,428
"l(2)09851",1415,539,177,2294,2096,495,661,1117
"CG34200",843,356,89,1126,1066,185,322,561
"CG7791",298,250,63,376,278,69,113,183
"Gp210",3065,1315,514,6670,6614,1252,1451,2293
"scaRNA:PsiU2-35.45",4,1,10,0,0,0,3,6
"ZnT41F",603,321,111,748,751,126,178,312
"Or42a",88,70,40,0,2,2,1,0
"Tsp42A",84,62,21,0,0,0,9,2
"Or42b",41,33,19,5,0,0,3,0
"dpr12",543,254,68,346,286,54,116,189
"CG44438",46,62,9,20,10,1,0,16
"CR44125",106,82,20,15,6,0,0,5
"CG43366",319,325,82,44,148,2,35,45
"CR44126",47,41,23,0,3,0,0,0
"CG7882",390,199,45,301,213,58,99,142
"CG7881",252,191,54,149,128,57,49,86
"CR44127",54,46,10,10,25,3,15,31
"BubR1",949,421,187,2736,2441,478,637,637
"mle",1142,642,212,1864,1632,363,475,826
"Src42A",3600,1429,531,6418,6083,1406,1804,2596
"Act42A",3854,1560,548,6669,6880,1287,2136,3919
"Pngl",1120,551,197,1774,2148,376,551,634
"dream",478,213,69,579,589,151,168,288
"SCAP",2071,836,230,3844,3349,714,943,1413
"CG14591",298,141,45,229,165,41,54,62
"Tbce",520,258,91,1001,965,212,295,370
"CR44130",46,47,11,9,0,0,5,6
"CG34211",34,16,4,41,24,0,2,4
"CG34212",8121,4698,899,11628,7187,2313,3097,5661
"CCHa2-R",203,140,53,30,2,0,7,2
"CG7856",114,86,15,4,5,1,3,3
"CR44131",66,35,12,24,0,1,0,0
"CG7845",669,306,122,996,919,202,261,423
"CG7849",129,101,34,239,181,36,42,95
"CG14590",106,67,46,25,37,1,25,8
"Ars2",3234,1206,413,7399,6921,1438,1660,2153
"EcR",3814,1592,541,7761,5810,1364,1553,2504
"CG14589",34,33,12,18,0,0,3,1
"CR43904",70,31,25,21,5,0,4,0
"Cyp6w1",2774,384,387,2727,2053,800,822,1191
"CG8343",504,234,61,664,542,113,153,305
"CG11211",136,68,35,76,81,18,31,71
"Ptr",340,273,94,302,173,62,59,43
"CG30432",44,33,18,0,0,0,3,4
"CG8335",114,34,1,8,0,0,2,0
"CG30431",238,90,44,265,139,134,88,89
"CG17994",95,94,12,14,7,0,1,9
"l(2)k14710",543,294,67,1020,806,150,251,328
"bin3",6694,3001,972,14673,14459,3537,3756,5312
"CR44161",57,51,9,0,0,2,4,6
"tomboy40",68,26,14,26,23,2,18,0
"Pld",2086,752,317,4606,4540,947,1093,1400
"jing",2793,1200,377,6462,5876,1184,1343,2122
"CR45127",70,57,8,30,0,0,3,0
"CR43905",61,47,7,0,3,0,0,1
"CG15233",44,75,18,0,1,0,0,3
"CG33919",51,23,12,0,3,0,0,0
"Vha16-1",55321,17995,6150,78441,67210,14957,19960,37129
"Trap1",1420,549,239,2169,2341,374,679,1050
"Bap170",3601,1977,579,11740,10957,2011,2675,3484
"Fmo-2",1668,513,189,1184,972,284,580,991
"debcl",833,338,145,2152,1984,320,510,548
"Opbp",314,246,73,678,661,94,192,252
"geminin",1336,741,206,4188,3626,853,993,1470
"sced",1421,611,258,3804,3801,725,917,1133
"Dpit47",587,278,75,1037,758,211,248,294
"Adf1",633,310,88,1609,1591,277,324,477
"CR45128",29,31,9,0,2,0,6,2
"CG15908",145,72,30,264,166,33,71,106
"CG9410",211,112,23,181,220,29,61,91
"Hsepi",614,256,77,990,901,195,256,380
"PGAP3",143,117,27,251,211,40,80,86
"CG17266",231,139,48,414,427,87,108,125
"CG9422",647,289,85,847,801,193,246,342
"Tdc1",340,146,75,108,154,44,85,128
"CR44164",44,30,5,0,6,0,3,5
"CR44165",54,59,30,31,4,1,3,0
"CG15909",102,61,7,38,10,0,13,11
"Tdc2",147,92,36,45,22,7,11,0
"CG3270",312,139,56,211,234,82,67,115
"Mob4",894,513,185,2150,1963,435,589,722
"Rab2",3545,1485,458,5654,4957,1293,1707,2553
"CG45092",0,0,0,0,0,0,0,0
"CG3409",0,0,0,0,0,0,0,0
"mir-4975",16,5,4,6,6,0,0,2
"CR43611",46,23,10,30,6,0,6,0
"Zip42C.1",86,54,32,0,7,9,8,15
"Zip42C.2",72,60,10,41,5,0,7,8
"l(2)01289",6157,1970,711,6218,5014,1584,1592,3176
"phtf",758,421,134,1682,1739,336,389,551
"CG3267",555,227,70,951,688,109,191,320
"Eb1",2689,808,389,5072,5162,1107,1253,1700
"CG3420",613,329,88,932,980,180,279,501
"CG9436",429,175,73,755,952,203,201,257
"Epac",1097,603,204,1002,1156,241,383,606
"Cyp6a2",511,321,92,387,445,236,205,222
"SdhB",3629,1385,474,4767,4031,885,1667,2916
"CG15237",442,309,86,858,1116,222,297,404
"ubl",173,92,25,277,179,36,59,134
"koi",2091,948,307,5298,4825,869,1150,1598
"CR44442",83,51,26,20,11,1,13,2
"CG15236",424,312,90,315,301,120,99,143
"CG34215",623,695,52,387,1054,309,143,383
"mir-4976",7,13,5,0,0,0,0,0
"CG9445",35,35,11,1,0,0,6,0
"CR44166",23,17,9,0,0,0,0,0
"coro",2695,1138,355,5693,5205,1106,1474,1998
"CG9447",169,94,39,15,43,3,11,5
"CR44169",71,66,21,2,2,9,13,4
"Spn42Da",817,352,112,915,962,261,325,558
"Spn42Db",96,39,11,14,3,0,0,0
"Spn42Dc",134,68,19,120,87,22,43,44
"Spn42Dd",134,69,32,162,105,32,25,50
"Spn42De",93,80,27,33,36,9,10,17
"CG30158",268,219,43,67,47,16,19,37
"CG3358",309,148,50,419,441,86,136,196
"mim",5485,2771,794,19037,17012,3895,3672,5404
"CheB42b",100,44,34,153,71,11,19,43
"CheB42c",114,50,18,159,100,38,40,39
"CheB42a",53,32,12,20,0,1,5,0
"ppk25",104,42,19,13,1,0,5,5
"Cyp6u1",309,193,57,775,661,102,193,250
"CG30157",26,21,16,78,19,4,6,3
"vimar",985,477,202,2994,2463,485,677,848
"CR44170",42,22,5,10,4,3,0,2
"CR44171",61,20,2,38,6,3,7,2
"CG30156",143,120,19,81,115,27,17,21
"CG17002",443,326,101,1163,1262,271,307,400
"Tsp42Ea",297,145,28,380,443,109,147,225
"CG30159",780,295,101,1274,1289,268,387,460
"Tsp42Eb",0,0,0,0,0,0,0,0
"CG30160",0,0,0,0,0,0,0,0
"Tsp42Ec",293,126,77,291,412,99,152,340
"Tsp42Ed",705,190,116,815,740,206,265,559
"Tsp42Ee",2540,967,264,3777,3627,801,1145,1767
"CG43646",27,48,21,28,9,10,9,13
"CG43647",44,18,9,23,2,0,2,3
"CR44172",43,18,2,12,0,0,1,0
"Tsp42Ef",824,332,137,1339,1363,327,451,535
"Tsp42Eg",382,123,53,374,276,122,83,198
"Tsp42Eh",144,70,12,68,68,16,35,57
"Tsp42Ei",299,164,41,247,223,73,72,134
"CG33914",121,76,31,21,0,1,4,5
"Tsp42Ej",331,175,33,298,329,61,73,133
"Tsp42Ek",103,83,24,55,35,11,11,13
"Tsp42El",437,150,37,301,273,145,112,158
"lbm",156,70,41,33,72,12,17,20
"Tsp42En",109,49,30,16,25,7,5,19
"Tsp42Ep",169,117,53,40,34,9,12,5
"Tsp42Eo",69,91,18,11,12,0,4,2
"pgant3",619,266,122,955,1188,219,232,306
"Tsp42Eq",392,109,56,272,241,54,90,225
"Tsp42Er",136,83,38,151,94,20,29,33
"CG12836",54,32,20,0,5,0,0,7
"CG12831",145,157,61,53,0,1,15,0
"esn",329,250,77,169,116,19,49,92
"Cyp9b1",217,109,60,158,72,26,64,107
"Cyp9b2",630,283,66,1061,973,196,284,327
"CR44443",59,43,14,0,0,0,7,0
"Spn43Aa",144,72,45,22,21,4,4,7
"CG12828",29,21,9,0,0,0,1,3
"CR44200",22,3,2,0,0,0,2,4
"pk",458,300,117,340,223,62,105,132
"Spn43Ab",1007,340,93,1408,1080,300,419,605
"Spn43Ad",112,96,17,79,35,0,15,25
"nec",1249,399,122,1825,1362,358,404,864
"CG11060",138,109,24,8,30,8,14,13
"CG33140",125,96,33,15,8,5,15,4
"CG30385",112,65,25,1,10,0,11,0
"CG30384",146,90,42,17,4,0,17,9
"Or43a",115,74,17,8,0,0,1,3
"Ady43A",510,280,98,924,992,64,233,345
"Gadd45",408,176,55,543,494,78,117,311
"CR45280",94,83,19,16,6,5,17,20
"CG1850",118,81,39,40,5,0,7,5
"Br140",2042,865,320,5100,5145,954,1077,1430
"Incenp",1426,856,268,4639,4310,1014,1154,1281
"pwn",394,250,95,280,474,81,115,127
"CG12164",161,64,20,2,46,0,9,0
"Dscam1",2720,1684,645,1703,1250,301,421,751
"CR45129",67,78,10,0,0,2,15,0
"CR44071",33,33,14,0,1,0,1,0
"cos",1421,758,243,3382,3529,676,900,1063
"CG11107",771,401,118,1556,1354,240,334,583
"Gr43a",115,85,31,30,2,2,9,0
"CG1707",904,351,139,1319,1418,299,333,370
"CR44201",57,29,26,0,7,1,3,0
"Eaf",2801,878,339,5781,5723,1201,1479,2003
"CG11112",36,20,12,0,0,0,3,1
"CG11113",29,41,7,0,0,0,1,0
"CG43123",60,35,25,0,4,0,3,3
"CG43267",20,13,10,0,0,0,0,0
"mir-4977",0,0,0,0,0,0,0,0
"CG1701",63,38,13,3,0,0,3,0
"so",307,212,60,201,177,43,55,95
"CR44202",6,6,2,0,0,0,0,0
"CG11145",28,49,10,0,0,0,4,0
"CR44203",43,34,9,0,0,0,9,1
"CR44204",53,58,14,0,0,0,8,0
"CG11123",449,196,91,607,560,137,157,248
"sPLA2",320,120,48,350,148,69,63,113
"kappaB-Ras",0,0,0,0,0,0,0,0
"CG30503",0,0,0,0,0,0,0,0
"fa2h",341,147,55,276,224,41,127,316
"CG11125",283,168,51,355,270,72,100,107
"CR45320",28,33,24,0,0,0,9,0
"Inos",2124,859,312,4006,3985,863,1021,1798
"CG11141",649,207,92,1094,1124,191,232,332
"CG11127",255,156,49,393,408,51,98,173
"p47",714,379,117,1880,1662,319,425,557
"Aldh-III",1586,773,220,2938,2552,578,638,1212
"wech",5833,2214,845,13502,11875,2628,2792,3773
"Coop",328,199,51,542,453,82,149,319
"CR43723",99,70,11,16,25,4,10,16
"CG1620",1909,695,287,3501,3171,706,885,1285
"dpa",1639,737,293,5045,4469,943,1116,1308
"didum",2962,1224,354,5664,5264,940,1264,1804
"CG12736",359,229,53,566,506,72,110,261
"az2",334,173,61,888,883,139,188,229
"CG1603",407,216,73,859,729,164,224,259
"CG1602",312,148,46,412,395,121,137,127
"CG2144",390,247,71,491,383,61,113,158
"Orc1",1085,549,191,4657,4099,702,915,908
"Drat",1540,746,141,2342,1379,412,660,703
"CR44209",37,13,3,11,2,0,0,3
"Cyt-b5",3789,1334,506,5943,5390,1004,1585,3364
"CG2137",116,85,30,217,130,27,18,16
"CG1598",458,224,68,924,889,152,254,391
"Corin",1114,483,197,631,448,157,177,321
"CG30499",599,244,83,1017,1124,198,301,528
"boca",377,224,76,917,678,156,184,271
"Vps13",3616,1489,528,5216,4914,1156,1390,2108
"CR45130",59,41,9,88,36,15,6,0
"blow",355,201,67,452,292,82,169,179
"CG1360",569,267,77,885,1047,189,256,402
"scra",1749,916,301,5634,5731,1060,1256,1546
"CG1358",923,370,156,1389,1092,243,328,566
"CR44444",93,37,22,5,5,0,2,0
"CG43340",3929,1633,559,6391,5081,1278,1625,2478
"CR45131",213,151,46,42,14,2,18,11
"CG43341",132,46,16,56,77,10,8,16
"CG17985",382,224,40,812,687,127,197,330
"Rpt1",2424,1058,360,5555,5028,1080,1418,2070
"CG30491",263,98,36,222,153,30,67,76
"CG30495",177,194,40,81,77,18,24,36
"CG1339",42,83,13,0,3,0,1,1
"CG2070",173,77,42,86,25,7,41,32
"CG2065",307,158,42,263,263,27,100,229
"CG2064",285,105,50,301,360,36,131,269
"CG12042",512,219,58,850,829,174,296,376
"CG12826",43,29,13,12,5,0,2,3
"mRpL52",323,176,42,651,596,122,203,296
"CG12107",607,359,114,1327,1546,307,334,461
"U2A",421,269,39,1174,1085,228,235,535
"CG1399",1832,831,302,2999,2998,672,702,1125
"CG30493",296,197,52,407,287,88,127,211
"CG30496",313,164,58,402,256,62,75,100
"CG34216",143,54,18,209,112,54,26,21
"tor",1246,560,203,2818,3089,543,692,681
"CG1941",242,111,44,239,106,27,54,127
"mir-4909",0,0,0,0,0,0,0,0
"CG1942",111,54,29,9,0,11,16,11
"CG1946",80,97,25,60,60,6,34,28
"CG18812",5380,2167,679,10199,8792,2196,2327,4145
"CG45093",0,0,0,0,0,0,0,0
"CG30497",0,0,0,0,0,0,0,0
"cn",110,58,23,8,29,0,4,4
"CR45108",124,84,48,58,6,3,2,8
"CanB2",2906,1168,375,5497,5386,1319,1467,2174
"mir-4980",0,2,7,8,0,0,0,2
"CG12825",839,298,86,759,694,200,272,466
"CG12824",54,48,19,10,29,8,14,5
"Gapdh1",6025,2321,786,11097,10587,1959,2891,4796
"mus205",832,400,100,1296,1393,242,299,371
"Nop17l",2577,1121,368,12228,10098,2205,1365,1798
"sax",858,421,157,2198,1871,384,425,541
"CG1550",576,292,99,1040,729,188,288,481
"CG1882",1476,571,222,2280,1727,371,625,1022
"cathD",1709,738,187,3122,3097,523,782,1124
"CG30383",55,35,24,33,0,4,4,0
"phr",213,294,29,755,736,163,124,239
"CG30382",0,0,0,0,0,0,0,0
"Prosalpha1",0,0,0,0,0,0,0,0
"CG18853",0,0,0,0,0,0,0,0
"Atg10",128,83,35,52,38,4,13,26
"CG12822",217,138,36,317,355,65,132,195
"Dgk",649,479,144,543,373,95,152,184
"CG30377",1331,747,199,2979,2892,581,708,898
"CG12159",242,102,42,483,436,107,119,114
"Cul1",5221,2594,839,12381,12748,2466,3429,4987
"Or43b",165,92,28,143,85,23,40,33
"Kdm4A",743,292,123,1656,1976,294,471,469
"CG8791",296,153,50,346,186,133,89,67
"CG30381",169,89,36,256,263,43,73,93
"rnh1",392,182,56,526,553,133,232,225
"drosha",949,472,169,1693,1760,382,433,644
"CG8728",1270,657,207,2814,2461,570,788,1203
"CG30380",41,20,11,1,2,0,7,2
"CG30379",89,66,21,11,0,0,6,5
"CG14764",2918,1223,457,6051,5743,1267,1677,2624
"CG34430",84,45,7,0,0,0,0,0
"CG34431",82,74,20,0,1,0,11,0
"CG11165",24,15,6,0,0,0,0,0
"CG30378",70,29,27,14,0,0,5,0
"CG2906",162,135,41,230,271,29,60,60
"CG2915",2653,1202,410,4877,4593,1208,1401,2142
"Sep5",237,81,59,628,450,104,125,132
"nito",1678,690,284,4832,5109,742,1136,1258
"CG14763",79,52,27,22,0,0,16,3
"CG8726",1589,603,193,2735,2518,572,655,959
"CSN4",834,360,121,1382,1515,309,405,617
"ACC",12238,4533,1687,17914,16272,3097,5424,10884
"Nup44A",478,262,119,1006,968,170,301,417
"CR44272",19,23,4,0,0,0,0,0
"Dic3",79,47,11,0,0,0,1,1
"Hey",71,39,33,6,2,3,1,2
"CG11191",161,58,19,77,51,1,28,40
"Odc1",265,106,20,265,261,57,86,148
"Odc2",60,78,22,7,2,0,13,11
"CG14762",1754,648,209,2523,2022,496,599,1298
"mir-4981",8,11,3,0,1,0,0,0
"CR45267",334,314,128,50,10,4,13,2
"CR43724",44,23,13,3,0,0,1,0
"Optix",159,109,49,72,20,2,11,18
"CG12769",924,460,142,1286,1310,259,367,654
"CG17977",80,70,41,129,105,33,24,16
"lig",13735,7101,1953,33887,30575,6462,8414,14296
"Vps28",236,156,47,455,424,101,159,162
"slv",209,111,39,261,264,55,81,99
"sut1",744,320,146,1652,1326,241,303,524
"sut2",111,84,23,0,25,1,18,19
"sut3",134,124,53,29,0,1,6,4
"CG8713",139,100,48,41,44,5,18,3
"CG8712",370,243,67,937,928,201,225,308
"CG11210",624,300,133,1127,1240,209,309,352
"Cul4",1416,517,195,2730,2522,536,576,1030
"udd",273,136,43,591,550,138,202,311
"Asap",2050,967,356,3297,3343,724,902,1407
"Nup50",1463,777,231,3608,3810,802,1023,1468
"coil",612,242,98,759,804,195,273,352
"Socs44A",468,253,62,780,757,141,204,341
"CG42516",0,0,0,0,0,0,0,0
"Pbp49",0,0,0,0,0,0,0,0
"Pabp2",3234,1300,548,4856,4062,1068,1318,2488
"Obp44a",388,123,44,459,494,110,115,162
"Lpin",3087,1219,376,4669,4451,945,1370,2263
"kermit",454,189,49,616,485,103,151,239
"CR44068",48,27,12,30,3,4,3,0
"CG8708",132,73,31,109,81,21,27,28
"RagC-D",927,361,157,1725,1691,427,549,725
"Rs1",1609,646,255,2449,2282,588,781,1105
"CG30373",184,147,36,254,275,62,88,109
"snoRNA:MeU6-C68",0,6,0,0,0,0,0,0
"Gasz",305,209,92,881,726,138,183,264
"Mlh1",272,161,46,707,569,112,166,205
"CG14757",349,198,43,396,376,101,131,262
"LRP1",3120,1373,462,5980,5456,1068,1101,1898
"CG14756",77,34,7,8,138,0,2,3
"CG34217",48,30,14,23,3,2,0,2
"dpn",128,76,32,80,17,9,15,5
"CR44275",89,68,17,2,2,0,3,1
"pnut",2957,1153,463,6349,6186,1223,1820,2442
"CR44276",31,11,4,27,27,1,5,13
"CR44445",49,27,14,12,0,0,0,0
"CR44446",41,17,10,0,0,0,5,0
"CG44439",28,28,4,0,0,0,1,0
"CG14760",110,93,35,0,0,0,0,2
"CG30369",25,19,4,9,0,0,5,2
"CG14759",27,20,9,0,0,0,2,0
"CG2291",30,19,12,0,0,0,2,0
"CG12126",26,25,14,0,0,0,0,0
"CG30376",60,59,8,0,0,0,1,0
"CG30375",75,71,24,23,0,0,2,1
"CG30371",709,243,109,411,409,132,157,364
"CR44280",31,43,14,7,0,0,0,0
"mir-280",13,2,0,13,0,0,0,0
"CR44447",39,30,6,0,0,0,3,0
"CR44448",52,43,7,13,0,0,2,0
"CR44449",35,21,16,0,0,0,0,0
"CR44450",16,30,5,0,0,0,4,0
"pdm3",544,311,87,448,393,105,132,206
"CG11635",69,67,7,22,2,0,1,2
"spaw",0,0,0,0,0,0,0,0
"hubl",0,0,0,0,0,0,0,0
"whip",46,35,11,0,0,0,5,0
"swif",0,0,0,0,0,0,0,0
"cola",0,0,0,0,0,0,0,0
"boly",63,69,18,12,0,0,3,0
"CG18449",31,16,13,18,0,0,5,0
"CG2127",76,38,36,11,0,0,0,0
"CG8701",102,48,15,0,22,8,11,3
"CG2121",133,99,38,58,32,5,17,7
"CG43296",31,27,2,0,0,0,9,0
"CSN7",631,286,99,1070,1101,191,372,438
"Lcp1",54,58,18,14,0,3,1,2
"Lcp2",61,35,8,12,0,2,9,0
"Lcp3",49,45,19,12,0,1,5,0
"Lcp4",63,27,16,18,7,13,4,0
"Cyp4ad1",248,159,60,278,239,18,47,122
"Cyp4e2",1342,505,151,2029,1988,405,630,934
"mir-986",18,11,1,0,8,4,0,2
"Cyp4e1",198,93,58,81,56,15,43,65
"Mal-A1",1588,223,103,1126,2478,507,403,772
"Mal-A2",316,159,41,247,231,48,97,100
"Mal-A3",264,56,39,123,294,3,67,43
"Mal-A4",450,86,47,225,407,70,61,67
"Mal-A5",1942,806,256,3432,3338,636,885,1603
"Mal-A6",724,100,64,428,1286,250,199,135
"Mal-A7",542,168,47,62,355,117,55,27
"Mal-A8",359,112,32,115,334,92,68,35
"mtt",513,315,134,146,94,10,33,27
"CR44279",51,33,10,0,0,0,3,0
"CG12780",166,92,25,55,122,29,47,79
"CR45308",33,37,6,0,0,2,0,0
"Cyp6a14",205,120,51,109,79,31,51,52
"Cyp6a13",188,110,31,211,200,28,71,115
"CG42326",336,324,97,113,26,15,29,48
"CG14752",18,15,8,0,12,0,0,2
"CG43183",27,50,10,0,0,0,0,0
"CG8736",70,43,21,32,5,1,5,7
"CG8735",662,357,81,1533,1420,221,406,405
"rgr",472,269,104,1290,1165,165,228,233
"CG8642",138,98,37,19,6,5,0,1
"Cirl",3555,1557,480,6171,5993,1082,1612,2546
"Vps25",149,79,44,328,216,28,113,77
"beta3GalTII",136,92,26,269,213,30,43,56
"CG14749",585,319,85,1197,1350,213,403,553
"CG8635",1691,621,244,2376,2351,698,893,1322
"ptc",466,267,89,842,459,108,170,276
"CR44281",55,29,15,25,15,7,13,16
"Acsl",9721,3520,1338,17502,12181,3285,4555,9512
"CG30354",111,23,12,50,20,2,24,33
"CG30355",33,25,14,7,0,0,10,0
"Jon44E",698,579,189,1182,1603,215,407,667
"CG8586",447,216,86,689,515,136,177,235
"CG8738",159,109,36,130,136,20,36,78
"CG8584",77,46,18,1,1,0,3,1
"CG12376",150,92,29,23,0,0,15,0
"CG14744",158,136,63,19,0,0,14,3
"PGRP-SC1a",39,41,15,13,30,1,5,15
"CG14743",121,97,24,15,7,0,7,0
"PGRP-SC1b",228,125,45,29,42,14,36,77
"PGRP-SC2",1460,720,203,1100,2212,243,469,1060
"CG14767",2179,962,369,3827,3346,930,999,1800
"CG30357",101,110,33,120,57,18,20,18
"gcl",2103,1051,298,6410,6649,1383,1569,1862
"snoRNA:gcl-a",18,21,2,38,29,6,14,6
"CG30356",21,23,0,0,9,0,0,5
"stmA",1386,630,201,2960,2425,465,589,883
"CG8740",1310,679,177,1913,1835,390,570,954
"CG42615",21,13,6,17,2,2,4,1
"CR44277",22,23,2,9,0,0,0,0
"CR44278",17,7,12,0,0,0,0,0
"CG8746",46,44,23,11,0,0,10,0
"sns",831,504,176,423,265,74,108,213
"CG30350",87,51,29,1,4,1,1,1
"RyR",3518,1603,538,4054,3230,778,1020,1983
"CG8272",397,225,77,706,640,148,146,257
"Dmn",1007,384,126,1373,1336,318,542,796
"Sec31",2518,1146,375,4303,4161,915,1096,1845
"CR45202",53,31,13,22,6,0,2,10
"ana2",408,279,105,1286,1141,308,273,312
"CG13751",551,273,89,947,633,171,282,517
"MrgBP",604,248,87,1160,1194,275,360,496
"Ggamma1",5200,1859,704,8372,8147,1894,2285,3491
"CG8258",3972,1765,475,10316,9777,2020,1989,3597
"CG30349",1562,597,203,2606,2411,505,589,1015
"CG8252",42,42,15,0,11,0,4,0
"Pgi",3508,1506,522,9820,9555,1959,1702,2830
"lin",1300,593,207,4022,3840,640,798,1093
"CG34219",71,31,21,0,13,2,2,6
"CG8248",113,49,45,17,14,8,10,5
"Spt",275,107,59,327,377,85,97,121
"CG8243",1290,697,213,3523,3211,666,702,914
"CG8237",319,124,61,331,452,108,155,225
"CG8235",640,365,83,1250,1145,191,272,597
"PAN2",1184,549,198,2202,2141,371,493,726
"CG13749",110,48,9,35,3,5,2,2
"FANCI",571,272,69,883,633,142,206,175
"CG13748",41,26,12,0,21,9,9,0
"CR44273",27,44,10,5,3,0,2,0
"CR44274",52,32,6,0,18,2,4,1
"CG8230",1041,503,197,2419,2033,388,488,939
"CG33199",35,17,10,10,18,10,6,20
"CG8229",505,219,76,1000,895,141,232,395
"Tom7",451,216,71,550,521,101,141,285
"babo",2545,1048,361,4895,4079,894,1101,1969
"CG8216",131,61,15,54,38,18,9,11
"CG8213",354,238,94,39,239,4,16,19
"Np",203,181,73,23,68,0,25,14
"CG8172",205,111,59,0,26,0,13,0
"CG13744",115,74,24,17,0,0,3,2
"CG13747",60,47,9,0,1,0,9,0
"CG8170",260,214,40,91,176,13,24,48
"Ance-4",254,120,56,507,306,78,125,189
"PPO2",959,349,99,912,627,229,239,504
"CG13743",350,213,69,145,76,17,31,49
"CG8197",52,49,18,15,0,0,6,0
"ana",808,262,112,477,368,107,279,588
"CG8083",487,178,75,462,224,70,95,154
"CNT1",191,148,51,24,12,10,7,5
"CG13742",296,203,67,187,367,74,76,132
